title,subtitle,authors,narrators,series,length,release_date,language,rating,no_of_ratings,regular_price,sales_price,category,genres,url
Cair,"Veiled City, Book 1",['Eryn Hawk'],"['Parker Douglass', 'Nick J. Russo']",Veiled City,Length: 10 hrs and 1 min,Release date: 11-21-23,Language: English,4.5 out of 5 stars,19 ratings,$44.99,,,[],https://www.audible.com/pd/Cair-Audiobook/B0CLT1GJ5Z?qid=1702035934&sr=1-386&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_36&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Totally Schooled,,['Nicole Dykes'],"['Scott Rose', 'Christian Leatherman']",,Length: 6 hrs and 31 mins,Release date: 11-24-23,Language: English,4.5 out of 5 stars,19 ratings,$19.95,,,[],https://www.audible.com/pd/Totally-Schooled-Audiobook/B0CM6TSJPQ?qid=1702035934&sr=1-387&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_37&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Reluctant Superhero Book 1,,['D. Levesque'],"['Alex Matthews', 'Kat Riley']",Reluctant Superhero,Length: 8 hrs and 23 mins,Release date: 10-24-23,Language: English,4.5 out of 5 stars,54 ratings,$48.99,,,[],https://www.audible.com/pd/The-Reluctant-Superhero-Book-1-Audiobook/B0CKTZZ3SK?qid=1702035934&sr=1-388&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_38&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Where'd You Park Your Spaceship?,"An Interplanetary Tale of Love, Loss, and Bread (Where'd You Park Your Spaceship? Series, Book 1)",['Rob Bell'],['Rob Bell'],WHERE'D YOU PARK YOUR SPACESHIP? Series,Length: 12 hrs and 42 mins,Release date: 11-07-23,Language: English,4.5 out of 5 stars,13 ratings,$24.95,,,[],https://www.audible.com/pd/Whered-You-Park-Your-Spaceship-Audiobook/B0CMVCBK85?qid=1702035934&sr=1-389&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_39&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Isekai Magus 6,A LitRPG Progression Fantasy,['Han Yang'],"['Landon Reid', 'Erin Batemans']",The Fantasy World of Nordan,Length: 11 hrs and 4 mins,Release date: 10-14-23,Language: English,4.5 out of 5 stars,13 ratings,$48.99,,,[],https://www.audible.com/pd/Isekai-Magus-6-Audiobook/B0CL18TTJ3?qid=1702035934&sr=1-390&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_40&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Primeval Apocalypse: A LitRPG Adventure,"The Primeval Apocalypse, Book 1","['Robert S. Keene', 'Alex Raizman']",['Tristan Morris'],The Primeval Apocalypse,Length: 13 hrs and 7 mins,Release date: 11-21-23,Language: English,4.5 out of 5 stars,17 ratings,$44.99,,,[],https://www.audible.com/pd/The-Primeval-Apocalypse-A-LitRPG-Adventure-Audiobook/B0CLDB97DB?qid=1702035934&sr=1-391&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_41&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
I Talk to Atoms,,['Pete Gustin'],['Pete Gustin'],,Length: 7 hrs and 21 mins,Release date: 10-19-23,Language: English,4.5 out of 5 stars,17 ratings,$19.95,,,[],https://www.audible.com/pd/I-Talk-to-Atoms-Audiobook/B0CLFVPZRM?qid=1702035934&sr=1-392&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_42&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
That Others May Live,"F.B.I. K-9, Book 8",['Sara Driscoll'],['Susan Bennett'],F.B.I. K-9,Length: 11 hrs and 6 mins,Release date: 11-28-23,Language: English,4.5 out of 5 stars,27 ratings,$27.99,,,[],https://www.audible.com/pd/That-Others-May-Live-Audiobook/B0CLYS18DR?qid=1702035934&sr=1-393&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 4,,['Rifujin na Magonote'],['Cliff Kurt'],Mushoku Tensei: Jobless Reincarnation,Length: 7 hrs and 30 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,10 ratings,$19.95,,,[],https://www.audible.com/pd/Mushoku-Tensei-Jobless-Reincarnation-Light-Novel-Vol-4-Audiobook/B0CNQ9C66F?qid=1702035934&sr=1-394&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_44&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Teach Me to Sin,"Water, Air, Earth, Fire, Book 4",['Riley Nash'],"['Tim Paige', 'Greg Boudreaux', 'Michael Crouch']","Water, Air, Earth, Fire",Length: 9 hrs and 56 mins,Release date: 11-01-23,Language: English,5 out of 5 stars,10 ratings,$19.95,,,[],https://www.audible.com/pd/Teach-Me-to-Sin-Audiobook/B0CM77MLTD?qid=1702035934&sr=1-395&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_45&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Physics of the Apocalypse 1,"Physics of the Apocalypse, Book 1",['Dimitrios Gkirgkiris'],['Eric Jason Martin'],Physics of the Apocalypse,Length: 28 hrs and 28 mins,Release date: 11-14-23,Language: English,4.5 out of 5 stars,42 ratings,$59.99,,,[],https://www.audible.com/pd/Physics-of-the-Apocalypse-1-Audiobook/B0CKWDN6TD?qid=1702035934&sr=1-396&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_46&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Fashionably Fierce,"Hot Damned, Book 18",['Robyn Peterman'],"['Jessica Almasy', 'David Brenin']",Hot Damned,Length: 6 hrs and 25 mins,Release date: 11-21-23,Language: English,4.5 out of 5 stars,13 ratings,$19.95,,,[],https://www.audible.com/pd/Fashionably-Fierce-Audiobook/B0CMZ3B25Z?qid=1702035934&sr=1-397&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_47&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
We Hunt Monsters 6,,['Aaron Oster'],['Shawn Hertel'],We Hunt Monsters Series,Length: 12 hrs and 57 mins,Release date: 11-06-23,Language: English,4.5 out of 5 stars,12 ratings,$24.95,,,[],https://www.audible.com/pd/We-Hunt-Monsters-6-Audiobook/B0CMR42K5H?qid=1702035934&sr=1-398&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_48&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Island Blues,"Foodstuffs LitRPG, Book 5","['Arthur Stone', 'Michael East - translator']",['Kevin T. Collins'],Foodstuffs LitRPG,Length: 12 hrs and 2 mins,Release date: 11-14-23,Language: English,4.5 out of 5 stars,12 ratings,$17.49,,,[],https://www.audible.com/pd/Island-Blues-Audiobook/B0CMVHT1CW?qid=1702035934&sr=1-399&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_49&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Death on the Scotland Express,"A Cressida Fawcett Mystery, Book 4",['Fliss Chester'],['Daphne Kouma'],Cressida Fawcett Mystery,Length: 7 hrs and 56 mins,Release date: 11-27-23,Language: English,5 out of 5 stars,7 ratings,$19.95,,,[],https://www.audible.com/pd/Death-on-the-Scotland-Express-Audiobook/B0CNDB1TGB?qid=1702035934&sr=1-400&ref_pageloadid=AuYdGkzRLCGGGtkN&ref=a_search_c3_lProduct_8_50&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RH4X4CBQ3XP6F5FRWER&pageLoadId=3srdR3f8JWouQySi&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Winter Witches of Holiday Haven,The Lumi Collection: A Winter Witches of Holiday Haven Boxed Set,['Danielle Garrett'],['Amanda Ronconi'],,Length: 9 hrs and 37 mins,Release date: 11-28-23,Language: English,5 out of 5 stars,9 ratings,$17.49,,,[],https://www.audible.com/pd/Winter-Witches-of-Holiday-Haven-Audiobook/B0CKZBGCQX?qid=1702035962&sr=1-401&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Kisses Like Rain,"Corsican Crime Lord, Book 4",['Charmaine Pauls'],"['Laurie West', 'Gideon Frost']",Corsican Crime Lord,Length: 13 hrs and 1 min,Release date: 12-03-23,Language: English,5 out of 5 stars,9 ratings,$24.95,,,[],https://www.audible.com/pd/Kisses-Like-Rain-Audiobook/B0CP6M339P?qid=1702035962&sr=1-402&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Next Season,"The Elmwood Stories, Book 2",['Lane Hayes'],['Nick J. Russo'],The Elmwood Stories,Length: 6 hrs and 28 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,9 ratings,$19.95,,,[],https://www.audible.com/pd/Next-Season-Audiobook/B0CNQPNJTJ?qid=1702035962&sr=1-403&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Damaged Princess,"The Exchange, Book 2",['Jillian West'],"['Gideon Frost', 'Michelle Sparks']",The Exchange,Length: 8 hrs and 29 mins,Release date: 11-28-23,Language: English,5 out of 5 stars,9 ratings,$39.99,,,[],https://www.audible.com/pd/Damaged-Princess-Audiobook/B0CLSP8XWJ?qid=1702035962&sr=1-404&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Fierce Dancer,"82 Street Vandals, Book 9",['Heather Long'],"['Brooke Daniels', 'Noel Harrison', 'Toby Scott', 'Adam Gold']",82 Street Vandals Series,Length: 11 hrs and 24 mins,Release date: 11-18-23,Language: English,5 out of 5 stars,9 ratings,$24.95,,,[],https://www.audible.com/pd/Fierce-Dancer-Audiobook/B0CN7M2TR9?qid=1702035962&sr=1-405&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Starting a Small Business: From Scratch to Success,Turning Napkin Doodles Into a Booming Business,['Lee Merritt'],['Christopher J. Orlando'],,Length: 3 hrs and 23 mins,Release date: 12-04-23,Language: English,5 out of 5 stars,9 ratings,$14.95,,,[],https://www.audible.com/pd/Starting-a-Small-Business-From-Scratch-to-Success-Audiobook/B0CPGKZJKN?qid=1702035962&sr=1-406&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Whirly World,,['Brandon Jones'],['Brandon Jones'],,Length: 9 hrs and 31 mins,Release date: 10-24-23,Language: English,5 out of 5 stars,9 ratings,$19.95,,,[],https://www.audible.com/pd/Whirly-World-Audiobook/B0CLH33GW5?qid=1702035962&sr=1-407&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Bloody Bastards,"The Fury of a Vampire Witch, Book 4",['Theophilus Monroe'],['Kelley Hazen'],The Fury of a Vampire Witch,Length: 6 hrs and 17 mins,Release date: 10-13-23,Language: English,5 out of 5 stars,9 ratings,$19.95,,,[],https://www.audible.com/pd/Bloody-Bastards-Audiobook/B0CK2RX7RV?qid=1702035962&sr=1-408&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Broken Money,Why Our Financial System Is Failing Us and How We Can Make It Better,['Lyn Alden'],['Guy Swann'],,Length: 17 hrs and 31 mins,Release date: 11-21-23,Language: English,4.5 out of 5 stars,20 ratings,$24.95,,,[],https://www.audible.com/pd/Broken-Money-Audiobook/B0CNSDDBTM?qid=1702035962&sr=1-409&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Cair,"Veiled City, Book 1",['Eryn Hawk'],"['Parker Douglass', 'Nick J. Russo']",Veiled City,Length: 10 hrs and 1 min,Release date: 11-21-23,Language: English,4.5 out of 5 stars,19 ratings,$44.99,,,[],https://www.audible.com/pd/Cair-Audiobook/B0CLT1GJ5Z?qid=1702035962&sr=1-410&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Darkest Core,"Netherdei, Book 2","['Peter Hackshaw', 'Portal Books']",['Joe Jameson'],Netherdei,Length: 23 hrs and 38 mins,Release date: 10-12-23,Language: English,4.5 out of 5 stars,18 ratings,$29.95,,,[],https://www.audible.com/pd/The-Darkest-Core-Audiobook/B0CKLT691N?qid=1702035962&sr=1-411&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Totally Schooled,,['Nicole Dykes'],"['Scott Rose', 'Christian Leatherman']",,Length: 6 hrs and 31 mins,Release date: 11-24-23,Language: English,4.5 out of 5 stars,19 ratings,$19.95,,,[],https://www.audible.com/pd/Totally-Schooled-Audiobook/B0CM6TSJPQ?qid=1702035962&sr=1-412&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Reluctant Superhero Book 1,,['D. Levesque'],"['Alex Matthews', 'Kat Riley']",Reluctant Superhero,Length: 8 hrs and 23 mins,Release date: 10-24-23,Language: English,4.5 out of 5 stars,54 ratings,$48.99,,,[],https://www.audible.com/pd/The-Reluctant-Superhero-Book-1-Audiobook/B0CKTZZ3SK?qid=1702035962&sr=1-413&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Where'd You Park Your Spaceship?,"An Interplanetary Tale of Love, Loss, and Bread (Where'd You Park Your Spaceship? Series, Book 1)",['Rob Bell'],['Rob Bell'],WHERE'D YOU PARK YOUR SPACESHIP? Series,Length: 12 hrs and 42 mins,Release date: 11-07-23,Language: English,4.5 out of 5 stars,13 ratings,$24.95,,,[],https://www.audible.com/pd/Whered-You-Park-Your-Spaceship-Audiobook/B0CMVCBK85?qid=1702035962&sr=1-414&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Isekai Magus 6,A LitRPG Progression Fantasy,['Han Yang'],"['Landon Reid', 'Erin Batemans']",The Fantasy World of Nordan,Length: 11 hrs and 4 mins,Release date: 10-14-23,Language: English,4.5 out of 5 stars,13 ratings,$48.99,,,[],https://www.audible.com/pd/Isekai-Magus-6-Audiobook/B0CL18TTJ3?qid=1702035962&sr=1-415&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Primeval Apocalypse: A LitRPG Adventure,"The Primeval Apocalypse, Book 1","['Robert S. Keene', 'Alex Raizman']",['Tristan Morris'],The Primeval Apocalypse,Length: 13 hrs and 7 mins,Release date: 11-21-23,Language: English,4.5 out of 5 stars,17 ratings,$44.99,,,[],https://www.audible.com/pd/The-Primeval-Apocalypse-A-LitRPG-Adventure-Audiobook/B0CLDB97DB?qid=1702035962&sr=1-416&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
I Talk to Atoms,,['Pete Gustin'],['Pete Gustin'],,Length: 7 hrs and 21 mins,Release date: 10-19-23,Language: English,4.5 out of 5 stars,17 ratings,$19.95,,,[],https://www.audible.com/pd/I-Talk-to-Atoms-Audiobook/B0CLFVPZRM?qid=1702035962&sr=1-417&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
That Others May Live,"F.B.I. K-9, Book 8",['Sara Driscoll'],['Susan Bennett'],F.B.I. K-9,Length: 11 hrs and 6 mins,Release date: 11-28-23,Language: English,4.5 out of 5 stars,27 ratings,$27.99,,,[],https://www.audible.com/pd/That-Others-May-Live-Audiobook/B0CLYS18DR?qid=1702035962&sr=1-418&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 4,,['Rifujin na Magonote'],['Cliff Kurt'],Mushoku Tensei: Jobless Reincarnation,Length: 7 hrs and 30 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,10 ratings,$19.95,,,[],https://www.audible.com/pd/Mushoku-Tensei-Jobless-Reincarnation-Light-Novel-Vol-4-Audiobook/B0CNQ9C66F?qid=1702035962&sr=1-419&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Teach Me to Sin,"Water, Air, Earth, Fire, Book 4",['Riley Nash'],"['Tim Paige', 'Greg Boudreaux', 'Michael Crouch']","Water, Air, Earth, Fire",Length: 9 hrs and 56 mins,Release date: 11-01-23,Language: English,5 out of 5 stars,10 ratings,$19.95,,,[],https://www.audible.com/pd/Teach-Me-to-Sin-Audiobook/B0CM77MLTD?qid=1702035962&sr=1-420&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Physics of the Apocalypse 1,"Physics of the Apocalypse, Book 1",['Dimitrios Gkirgkiris'],['Eric Jason Martin'],Physics of the Apocalypse,Length: 28 hrs and 28 mins,Release date: 11-14-23,Language: English,4.5 out of 5 stars,42 ratings,$59.99,,,[],https://www.audible.com/pd/Physics-of-the-Apocalypse-1-Audiobook/B0CKWDN6TD?qid=1702035962&sr=1-421&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_21&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Fashionably Fierce,"Hot Damned, Book 18",['Robyn Peterman'],"['Jessica Almasy', 'David Brenin']",Hot Damned,Length: 6 hrs and 25 mins,Release date: 11-21-23,Language: English,4.5 out of 5 stars,13 ratings,$19.95,,,[],https://www.audible.com/pd/Fashionably-Fierce-Audiobook/B0CMZ3B25Z?qid=1702035962&sr=1-422&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_22&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
We Hunt Monsters 6,,['Aaron Oster'],['Shawn Hertel'],We Hunt Monsters Series,Length: 12 hrs and 57 mins,Release date: 11-06-23,Language: English,4.5 out of 5 stars,12 ratings,$24.95,,,[],https://www.audible.com/pd/We-Hunt-Monsters-6-Audiobook/B0CMR42K5H?qid=1702035962&sr=1-423&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_23&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Island Blues,"Foodstuffs LitRPG, Book 5","['Arthur Stone', 'Michael East - translator']",['Kevin T. Collins'],Foodstuffs LitRPG,Length: 12 hrs and 2 mins,Release date: 11-14-23,Language: English,4.5 out of 5 stars,12 ratings,$17.49,,,[],https://www.audible.com/pd/Island-Blues-Audiobook/B0CMVHT1CW?qid=1702035962&sr=1-424&ref_pageloadid=3srdR3f8JWouQySi&ref=a_search_c3_lProduct_9_24&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=R8RYHSY5JHJYHATCD0F9&pageLoadId=N0h3YoceQZOtDa45&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
